,Survived,Pclass,Sex,Age,Fare,C,Q,S,Group,Master,Miss,Mr,Mrs,AgeGroup
298,1,3,0.0,46.049578020368024,30.5,0,0,1,0.0,0,0,1,0,40
299,1,3,1.0,50.0,247.5208,1,0,0,1.0,0,0,0,1,40
300,1,1,1.0,22.840274006657104,7.75,0,1,0,0.0,0,1,0,0,20
301,1,1,0.0,26.643349472847486,23.25,0,1,0,1.0,0,0,1,0,20
302,0,1,0.0,19.0,0.0,0,0,1,1.0,0,0,1,0,10
303,1,2,1.0,30.795878914502996,12.35,0,1,0,0.0,0,1,0,0,30
304,0,1,0.0,29.550681762601315,8.05,0,0,1,0.0,0,0,1,0,20
305,1,3,0.0,0.92,151.55,0,0,1,1.0,1,0,0,0,1
306,1,3,1.0,28.473939181365832,110.8833,1,0,0,1.0,0,1,0,0,20
307,1,3,1.0,17.0,108.9,1,0,0,1.0,0,0,0,1,10
308,0,2,0.0,30.0,24.0,1,0,0,1.0,0,0,1,0,20
309,1,3,1.0,30.0,56.9292,1,0,0,1.0,0,1,0,0,20
310,1,3,1.0,24.0,83.1583,1,0,0,1.0,0,1,0,0,20
311,1,3,1.0,18.0,262.375,1,0,0,1.0,0,1,0,0,10
312,0,2,1.0,26.0,26.0,0,0,1,1.0,0,0,0,1,20
313,0,1,0.0,28.0,7.8958,0,0,1,0.0,0,0,1,0,20
314,0,2,0.0,43.0,26.25,0,0,1,1.0,0,0,1,0,40
315,1,1,1.0,26.0,7.8542,0,0,1,0.0,0,1,0,0,20
316,1,2,1.0,24.0,26.0,0,0,1,1.0,0,0,0,1,20
317,0,2,0.0,54.0,14.0,0,0,1,0.0,0,0,1,0,50
318,1,3,1.0,31.0,164.8667,0,0,1,1.0,0,1,0,0,30
319,1,3,1.0,40.0,134.5,1,0,0,1.0,0,0,0,1,30
320,0,1,0.0,22.0,7.25,0,0,1,0.0,0,0,1,0,20
321,0,1,0.0,27.0,7.8958,0,0,1,0.0,0,0,1,0,20
322,1,2,1.0,30.0,12.35,0,1,0,0.0,0,1,0,0,20
323,1,2,1.0,22.0,29.0,0,0,1,1.0,0,0,0,1,20
324,0,1,0.0,26.643349472847486,69.55,0,0,1,1.0,0,0,1,0,20
325,1,3,1.0,36.0,135.6333,1,0,0,1.0,0,1,0,0,30
326,0,1,0.0,61.0,6.2375,0,0,1,0.0,0,0,1,0,60
327,1,2,1.0,36.0,13.0,0,0,1,0.0,0,0,0,1,30
328,1,1,1.0,31.0,20.525,0,0,1,1.0,0,0,0,1,30
329,1,3,1.0,16.0,57.9792,1,0,0,1.0,0,1,0,0,10
330,1,1,1.0,9.965444864692493,23.25,0,1,0,1.0,0,1,0,0,1
331,0,3,0.0,45.5,28.5,0,0,1,0.0,0,0,1,0,40
332,0,3,0.0,38.0,153.4625,0,0,1,1.0,0,0,1,0,30
333,0,1,0.0,16.0,18.0,0,0,1,1.0,0,0,1,0,10
334,1,3,1.0,39.916408721218616,133.65,0,0,1,1.0,0,0,0,1,30
335,0,1,0.0,29.550681762601315,7.8958,0,0,1,0.0,0,0,1,0,20
336,0,3,0.0,29.0,66.6,0,0,1,1.0,0,0,1,0,20
337,1,3,1.0,41.0,134.5,1,0,0,1.0,0,1,0,0,40
338,1,1,0.0,45.0,8.05,0,0,1,0.0,0,0,1,0,40
339,0,3,0.0,45.0,35.5,0,0,1,0.0,0,0,1,0,40
340,1,2,0.0,2.0,26.0,0,0,1,1.0,1,0,0,0,1
341,1,3,1.0,24.0,263.0,0,0,1,1.0,0,1,0,0,20
342,0,2,0.0,28.0,13.0,0,0,1,0.0,0,0,1,0,20
343,0,2,0.0,25.0,13.0,0,0,1,0.0,0,0,1,0,20
344,0,2,0.0,36.0,13.0,0,0,1,0.0,0,0,1,0,30
345,1,2,1.0,24.0,13.0,0,0,1,0.0,0,1,0,0,20
346,1,2,1.0,40.0,13.0,0,0,1,0.0,0,1,0,0,30
347,1,1,1.0,32.508197431460786,16.1,0,0,1,1.0,0,0,0,1,30
348,1,1,0.0,3.0,15.9,0,0,1,1.0,1,0,0,0,1
349,0,1,0.0,42.0,8.6625,0,0,1,0.0,0,0,1,0,40
350,0,1,0.0,23.0,9.225,0,0,1,0.0,0,0,1,0,20
351,0,3,0.0,46.049578020368024,35.0,0,0,1,0.0,0,0,1,0,40
352,0,1,0.0,15.0,7.2292,1,0,0,1.0,0,0,1,0,10
353,0,1,0.0,25.0,17.8,0,0,1,1.0,0,0,1,0,20
354,0,1,0.0,29.550681762601315,7.225,1,0,0,0.0,0,0,1,0,20
355,0,1,0.0,28.0,9.5,0,0,1,0.0,0,0,1,0,20
356,1,3,1.0,22.0,55.0,0,0,1,1.0,0,1,0,0,20
357,0,2,1.0,38.0,13.0,0,0,1,0.0,0,1,0,0,30
358,1,1,1.0,22.840274006657104,7.8792,0,1,0,0.0,0,1,0,0,20
359,1,1,1.0,22.840274006657104,7.8792,0,1,0,0.0,0,1,0,0,20
360,0,1,0.0,40.0,27.9,0,0,1,1.0,0,0,1,0,30
361,0,2,0.0,29.0,27.7208,1,0,0,1.0,0,0,1,0,20
362,0,1,1.0,45.0,14.4542,1,0,0,1.0,0,0,0,1,40
363,0,1,0.0,35.0,7.05,0,0,1,0.0,0,0,1,0,30
364,0,1,0.0,26.643349472847486,15.5,0,1,0,1.0,0,0,1,0,20
365,0,1,0.0,30.0,7.25,0,0,1,0.0,0,0,1,0,20
366,1,3,1.0,60.0,75.25,1,0,0,1.0,0,0,0,1,50
367,1,1,1.0,45.70346087599857,7.2292,1,0,0,0.0,0,0,0,1,40
368,1,1,1.0,22.840274006657104,7.75,0,1,0,0.0,0,1,0,0,20
369,1,3,1.0,24.0,69.3,1,0,0,1.0,0,1,0,0,20
370,1,3,0.0,25.0,55.4417,1,0,0,1.0,0,0,1,0,20
371,0,1,0.0,18.0,6.4958,0,0,1,1.0,0,0,1,0,10
372,0,1,0.0,19.0,8.05,0,0,1,0.0,0,0,1,0,10
373,0,3,0.0,22.0,135.6333,1,0,0,1.0,0,0,1,0,20
374,0,1,1.0,3.0,21.075,0,0,1,1.0,0,1,0,0,1
375,1,3,1.0,39.916408721218616,82.1708,1,0,0,1.0,0,0,0,1,30
376,1,1,1.0,22.0,7.25,0,0,1,0.0,0,1,0,0,20
377,0,3,0.0,27.0,211.5,1,0,0,1.0,0,0,1,0,20
378,0,1,0.0,20.0,4.0125,1,0,0,0.0,0,0,1,0,10
379,0,1,0.0,19.0,7.775,0,0,1,0.0,0,0,1,0,10
380,1,3,1.0,42.0,227.525,1,0,0,1.0,0,1,0,0,40
381,1,1,1.0,1.0,15.7417,1,0,0,1.0,0,1,0,0,1
382,0,1,0.0,32.0,7.925,0,0,1,0.0,0,0,1,0,30
383,1,3,1.0,35.0,52.0,0,0,1,1.0,0,0,0,1,30
384,0,1,0.0,29.550681762601315,7.8958,0,0,1,0.0,0,0,1,0,20
385,0,2,0.0,18.0,73.5,0,0,1,1.0,0,0,1,0,10
386,0,1,0.0,1.0,46.9,0,0,1,1.0,1,0,0,0,1
387,1,2,1.0,36.0,13.0,0,0,1,0.0,0,1,0,0,30
388,0,1,0.0,29.550681762601315,7.7292,0,1,0,0.0,0,0,1,0,20
389,1,2,1.0,17.0,12.0,1,0,0,0.0,0,1,0,0,10
390,1,3,0.0,36.0,120.0,0,0,1,1.0,0,0,1,0,30
391,1,1,0.0,21.0,7.7958,0,0,1,0.0,0,0,1,0,20
392,0,1,0.0,28.0,7.925,0,0,1,1.0,0,0,1,0,20
393,1,3,1.0,23.0,113.275,1,0,0,1.0,0,1,0,0,20
394,1,1,1.0,24.0,16.7,0,0,1,1.0,0,0,0,1,20
395,0,1,0.0,22.0,7.7958,0,0,1,0.0,0,0,1,0,20
396,0,1,1.0,31.0,7.8542,0,0,1,0.0,0,1,0,0,30
397,0,2,0.0,46.0,26.0,0,0,1,1.0,0,0,1,0,40
398,0,2,0.0,23.0,10.5,0,0,1,0.0,0,0,1,0,20
399,1,2,1.0,28.0,12.65,0,0,1,0.0,0,0,0,1,20
400,1,1,0.0,39.0,7.925,0,0,1,0.0,0,0,1,0,30
401,0,1,0.0,26.0,8.05,0,0,1,0.0,0,0,1,0,20
402,0,1,1.0,21.0,9.825,0,0,1,1.0,0,1,0,0,20
403,0,1,0.0,28.0,15.85,0,0,1,1.0,0,0,1,0,20
404,0,1,1.0,20.0,8.6625,0,0,1,0.0,0,1,0,0,10
405,0,2,0.0,34.0,21.0,0,0,1,1.0,0,0,1,0,30
406,0,1,0.0,51.0,7.75,0,0,1,0.0,0,0,1,0,50
407,1,2,0.0,3.0,18.75,0,0,1,1.0,1,0,0,0,1
408,0,1,0.0,21.0,7.775,0,0,1,0.0,0,0,1,0,20
409,0,1,1.0,9.965444864692493,25.4667,0,0,1,1.0,0,1,0,0,1
410,0,1,0.0,29.550681762601315,7.8958,0,0,1,0.0,0,0,1,0,20
411,0,1,0.0,29.550681762601315,6.8583,0,1,0,0.0,0,0,1,0,20
412,1,3,1.0,33.0,90.0,0,1,0,1.0,0,1,0,0,30
413,0,2,0.0,32.962771039555705,0.0,0,0,1,1.0,0,0,1,0,30
414,1,1,0.0,44.0,7.925,0,0,1,0.0,0,0,1,0,40
415,0,1,1.0,45.70346087599857,8.05,0,0,1,0.0,0,0,0,1,40
416,1,2,1.0,34.0,32.5,0,0,1,1.0,0,0,0,1,30
417,1,2,1.0,18.0,13.0,0,0,1,1.0,0,1,0,0,10
418,0,2,0.0,30.0,13.0,0,0,1,0.0,0,0,1,0,20
419,0,1,1.0,10.0,24.15,0,0,1,1.0,0,1,0,0,1
420,0,1,0.0,29.550681762601315,7.8958,1,0,0,0.0,0,0,1,0,20
421,0,1,0.0,21.0,7.7333,0,1,0,0.0,0,0,1,0,20
422,0,1,0.0,29.0,7.875,0,0,1,0.0,0,0,1,0,20
423,0,1,1.0,28.0,14.4,0,0,1,1.0,0,0,0,1,20
424,0,1,0.0,18.0,20.2125,0,0,1,1.0,0,0,1,0,10
425,0,1,0.0,29.550681762601315,7.25,0,0,1,0.0,0,0,1,0,20
426,1,2,1.0,28.0,26.0,0,0,1,1.0,0,0,0,1,20
427,1,2,1.0,19.0,26.0,0,0,1,1.0,0,1,0,0,10
428,0,1,0.0,29.550681762601315,7.75,0,1,0,0.0,0,0,1,0,20
429,1,1,0.0,32.0,8.05,0,0,1,0.0,0,0,1,0,30
430,1,3,0.0,28.0,26.55,0,0,1,0.0,0,0,1,0,20
431,1,1,1.0,32.508197431460786,16.1,0,0,1,1.0,0,0,0,1,30
432,1,2,1.0,42.0,26.0,0,0,1,1.0,0,0,0,1,40
433,0,1,0.0,17.0,7.125,0,0,1,0.0,0,0,1,0,10
434,0,3,0.0,50.0,55.9,0,0,1,1.0,0,0,1,0,40
435,1,3,1.0,14.0,120.0,0,0,1,1.0,0,1,0,0,10
436,0,1,1.0,21.0,34.375,0,0,1,1.0,0,1,0,0,20
437,1,2,1.0,24.0,18.75,0,0,1,1.0,0,0,0,1,20
438,0,3,0.0,64.0,263.0,0,0,1,1.0,0,0,1,0,60
439,0,2,0.0,31.0,10.5,0,0,1,0.0,0,0,1,0,30
440,1,2,1.0,45.0,26.25,0,0,1,1.0,0,0,0,1,40
441,0,1,0.0,20.0,9.5,0,0,1,0.0,0,0,1,0,10
442,0,1,0.0,25.0,7.775,0,0,1,1.0,0,0,1,0,20
443,1,2,1.0,28.0,13.0,0,0,1,0.0,0,1,0,0,20
444,1,1,0.0,29.550681762601315,8.1125,0,0,1,0.0,0,0,1,0,20
445,1,3,0.0,4.0,81.8583,0,0,1,1.0,1,0,0,0,1
446,1,2,1.0,13.0,19.5,0,0,1,1.0,0,1,0,0,10
447,1,3,0.0,34.0,26.55,0,0,1,0.0,0,0,1,0,30
448,1,1,1.0,5.0,19.2583,1,0,0,1.0,0,1,0,0,1
449,1,3,0.0,52.0,30.5,0,0,1,0.0,0,0,1,0,50
450,0,2,0.0,36.0,27.75,0,0,1,1.0,0,0,1,0,30
451,0,1,0.0,26.643349472847486,19.9667,0,0,1,1.0,0,0,1,0,20
452,0,3,0.0,30.0,27.75,1,0,0,0.0,0,0,1,0,20
453,1,3,0.0,49.0,89.1042,1,0,0,1.0,0,0,1,0,40
454,0,1,0.0,29.550681762601315,8.05,0,0,1,0.0,0,0,1,0,20
455,1,1,0.0,29.0,7.8958,1,0,0,0.0,0,0,1,0,20
456,0,3,0.0,65.0,26.55,0,0,1,0.0,0,0,1,0,60
457,1,3,1.0,39.916408721218616,51.8625,0,0,1,1.0,0,0,0,1,30
458,1,2,1.0,50.0,10.5,0,0,1,0.0,0,1,0,0,40
459,0,1,0.0,29.550681762601315,7.75,0,1,0,0.0,0,0,1,0,20
460,1,3,0.0,48.0,26.55,0,0,1,0.0,0,0,1,0,40
461,0,1,0.0,34.0,8.05,0,0,1,0.0,0,0,1,0,30
462,0,3,0.0,47.0,38.5,0,0,1,0.0,0,0,1,0,40
463,0,2,0.0,48.0,13.0,0,0,1,0.0,0,0,1,0,40
464,0,1,0.0,29.550681762601315,8.05,0,0,1,0.0,0,0,1,0,20
465,0,1,0.0,38.0,7.05,0,0,1,0.0,0,0,1,0,30
466,0,2,0.0,32.962771039555705,0.0,0,0,1,1.0,0,0,1,0,30
467,0,3,0.0,56.0,26.55,0,0,1,0.0,0,0,1,0,50
468,0,1,0.0,29.550681762601315,7.725,0,1,0,0.0,0,0,1,0,20
469,1,1,1.0,0.75,19.2583,1,0,0,1.0,0,1,0,0,1
470,0,1,0.0,29.550681762601315,7.25,0,0,1,0.0,0,0,1,0,20
471,0,1,0.0,38.0,8.6625,0,0,1,0.0,0,0,1,0,30
472,1,2,1.0,33.0,27.75,0,0,1,1.0,0,0,0,1,30
473,1,2,1.0,23.0,13.7917,1,0,0,0.0,0,0,0,1,20
474,0,1,1.0,22.0,9.8375,0,0,1,0.0,0,1,0,0,20
475,0,3,0.0,38.77262287223944,52.0,0,0,1,1.0,0,0,1,0,30
476,0,2,0.0,34.0,21.0,0,0,1,1.0,0,0,1,0,30
477,0,1,0.0,29.0,7.0458,0,0,1,1.0,0,0,1,0,20
478,0,1,0.0,22.0,7.5208,0,0,1,0.0,0,0,1,0,20
479,1,1,1.0,2.0,12.2875,0,0,1,1.0,0,1,0,0,1
480,0,1,0.0,9.0,46.9,0,0,1,1.0,1,0,0,0,1
481,0,2,0.0,34.20910602740714,0.0,0,0,1,0.0,0,0,1,0,30
482,0,1,0.0,50.0,8.05,0,0,1,0.0,0,0,1,0,40
483,1,1,1.0,63.0,9.5875,0,0,1,0.0,0,0,0,1,60
484,1,3,0.0,25.0,91.0792,1,0,0,1.0,0,0,1,0,20
485,0,1,1.0,9.965444864692493,25.4667,0,0,1,1.0,0,1,0,0,1
486,1,3,1.0,35.0,90.0,0,0,1,1.0,0,0,0,1,30
487,0,3,0.0,58.0,29.7,1,0,0,0.0,0,0,1,0,50
488,0,1,0.0,30.0,8.05,0,0,1,0.0,0,0,1,0,20
489,1,1,0.0,9.0,15.9,0,0,1,1.0,1,0,0,0,1
490,0,1,0.0,26.643349472847486,19.9667,0,0,1,1.0,0,0,1,0,20
491,0,1,0.0,21.0,7.25,0,0,1,0.0,0,0,1,0,20
492,0,3,0.0,55.0,30.5,0,0,1,0.0,0,0,1,0,50
493,0,3,0.0,71.0,49.5042,1,0,0,0.0,0,0,1,0,70
494,0,1,0.0,21.0,8.05,0,0,1,0.0,0,0,1,0,20
495,0,1,0.0,26.643349472847486,14.4583,1,0,0,1.0,0,0,1,0,20
496,1,3,1.0,54.0,78.2667,1,0,0,1.0,0,1,0,0,50
497,0,1,0.0,29.550681762601315,15.1,0,0,1,0.0,0,0,1,0,20
498,0,3,1.0,25.0,151.55,0,0,1,1.0,0,0,0,1,20
499,0,1,0.0,24.0,7.7958,0,0,1,0.0,0,0,1,0,20
500,0,1,0.0,17.0,8.6625,0,0,1,0.0,0,0,1,0,10
501,0,1,1.0,21.0,7.75,0,1,0,0.0,0,1,0,0,20
502,0,1,1.0,22.840274006657104,7.6292,0,1,0,0.0,0,1,0,0,20
503,0,1,1.0,37.0,9.5875,0,0,1,0.0,0,1,0,0,30
504,1,3,1.0,16.0,86.5,0,0,1,1.0,0,1,0,0,10
505,0,3,0.0,18.0,108.9,1,0,0,1.0,0,0,1,0,10
506,1,2,1.0,33.0,26.0,0,0,1,1.0,0,0,0,1,30
507,1,3,0.0,46.049578020368024,26.55,0,0,1,0.0,0,0,1,0,40
508,0,1,0.0,28.0,22.525,0,0,1,0.0,0,0,1,0,20
509,1,1,0.0,26.0,56.4958,0,0,1,1.0,0,0,1,0,20
510,1,1,0.0,29.0,7.75,0,1,0,0.0,0,0,1,0,20
511,0,1,0.0,29.550681762601315,8.05,0,0,1,0.0,0,0,1,0,20
512,1,3,0.0,36.0,26.2875,0,0,1,0.0,0,0,1,0,30
513,1,3,1.0,54.0,59.4,1,0,0,1.0,0,0,0,1,50
514,0,1,0.0,24.0,7.4958,0,0,1,0.0,0,0,1,0,20
515,0,3,0.0,47.0,34.0208,0,0,1,0.0,0,0,1,0,40
516,1,2,1.0,34.0,10.5,0,0,1,0.0,0,0,0,1,30
517,0,1,0.0,26.643349472847486,24.15,0,1,0,1.0,0,0,1,0,20
518,1,2,1.0,36.0,26.0,0,0,1,1.0,0,0,0,1,30
519,0,1,0.0,32.0,7.8958,0,0,1,0.0,0,0,1,0,30
520,1,3,1.0,30.0,93.5,0,0,1,1.0,0,1,0,0,20
521,0,1,0.0,22.0,7.8958,0,0,1,0.0,0,0,1,0,20
522,0,1,0.0,29.550681762601315,7.225,1,0,0,0.0,0,0,1,0,20
523,1,3,1.0,44.0,57.9792,1,0,0,1.0,0,0,0,1,40
524,0,1,0.0,29.550681762601315,7.2292,1,0,0,0.0,0,0,1,0,20
525,0,1,0.0,40.5,7.75,0,1,0,0.0,0,0,1,0,40
526,1,2,1.0,50.0,10.5,0,0,1,0.0,0,1,0,0,40
527,0,3,0.0,46.049578020368024,221.7792,0,0,1,0.0,0,0,1,0,40
528,0,1,0.0,39.0,7.925,0,0,1,0.0,0,0,1,0,30
529,0,2,0.0,23.0,11.5,0,0,1,1.0,0,0,1,0,20
530,1,2,1.0,2.0,26.0,0,0,1,1.0,0,1,0,0,1
531,0,1,0.0,29.550681762601315,7.2292,1,0,0,0.0,0,0,1,0,20
532,0,1,0.0,17.0,7.2292,1,0,0,1.0,0,0,1,0,10
533,1,1,1.0,32.508197431460786,22.3583,1,0,0,1.0,0,0,0,1,30
534,0,1,1.0,30.0,8.6625,0,0,1,0.0,0,1,0,0,20
535,1,2,1.0,7.0,26.25,0,0,1,1.0,0,1,0,0,1
536,0,3,0.0,45.0,26.55,0,0,1,0.0,0,0,1,0,40
537,1,3,1.0,30.0,106.425,1,0,0,1.0,0,1,0,0,20
538,0,1,0.0,29.550681762601315,14.5,0,0,1,0.0,0,0,1,0,20
539,1,3,1.0,22.0,49.5,1,0,0,1.0,0,1,0,0,20
540,1,3,1.0,36.0,71.0,0,0,1,1.0,0,1,0,0,30
541,0,1,1.0,9.0,31.275,0,0,1,1.0,0,1,0,0,1
542,0,1,1.0,11.0,31.275,0,0,1,1.0,0,1,0,0,10
543,1,2,0.0,32.0,26.0,0,0,1,1.0,0,0,1,0,30
544,0,3,0.0,50.0,106.425,1,0,0,1.0,0,0,1,0,40
545,0,3,0.0,64.0,26.0,0,0,1,0.0,0,0,1,0,60
546,1,2,1.0,19.0,26.0,0,0,1,1.0,0,0,0,1,10
547,1,2,0.0,34.20910602740714,13.8625,1,0,0,0.0,0,0,1,0,30
548,0,1,0.0,33.0,20.525,0,0,1,1.0,0,0,1,0,30
549,1,2,0.0,8.0,36.75,0,0,1,1.0,1,0,0,0,1
550,1,3,0.0,17.0,110.8833,1,0,0,1.0,0,0,1,0,10
551,0,2,0.0,27.0,26.0,0,0,1,0.0,0,0,1,0,20
552,0,1,0.0,29.550681762601315,7.8292,0,1,0,0.0,0,0,1,0,20
553,1,1,0.0,22.0,7.225,1,0,0,0.0,0,0,1,0,20
554,1,1,1.0,22.0,7.775,0,0,1,0.0,0,1,0,0,20
555,0,3,0.0,62.0,26.55,0,0,1,0.0,0,0,1,0,60
556,1,3,1.0,48.0,39.6,1,0,0,1.0,0,0,0,1,40
557,0,3,0.0,38.77262287223944,227.525,1,0,0,1.0,0,0,1,0,30
558,1,3,1.0,39.0,79.65,0,0,1,1.0,0,0,0,1,30
559,1,1,1.0,36.0,17.4,0,0,1,1.0,0,0,0,1,30
560,0,1,0.0,29.550681762601315,7.75,0,1,0,0.0,0,0,1,0,20
561,0,1,0.0,40.0,7.8958,0,0,1,0.0,0,0,1,0,30
562,0,2,0.0,28.0,13.5,0,0,1,0.0,0,0,1,0,20
563,0,1,0.0,29.550681762601315,8.05,0,0,1,0.0,0,0,1,0,20
564,0,1,1.0,22.840274006657104,8.05,0,0,1,0.0,0,1,0,0,20
565,0,1,0.0,24.0,24.15,0,0,1,1.0,0,0,1,0,20
566,0,1,0.0,19.0,7.8958,0,0,1,0.0,0,0,1,0,10
567,0,1,1.0,29.0,21.075,0,0,1,1.0,0,0,0,1,20
568,0,1,0.0,29.550681762601315,7.2292,1,0,0,0.0,0,0,1,0,20
569,1,1,0.0,32.0,7.8542,0,0,1,0.0,0,0,1,0,30
570,1,2,0.0,62.0,10.5,0,0,1,0.0,0,0,1,0,60
571,1,3,1.0,53.0,51.4792,0,0,1,1.0,0,0,0,1,50
572,1,3,0.0,36.0,26.3875,0,0,1,0.0,0,0,1,0,30
573,1,1,1.0,22.840274006657104,7.75,0,1,0,0.0,0,1,0,0,20
574,0,1,0.0,16.0,8.05,0,0,1,0.0,0,0,1,0,10
575,0,1,0.0,19.0,14.5,0,0,1,1.0,0,0,1,0,10
576,1,2,1.0,34.0,13.0,0,0,1,0.0,0,1,0,0,30
577,1,3,1.0,39.0,55.9,0,0,1,1.0,0,0,0,1,30
578,0,1,1.0,32.508197431460786,14.4583,1,0,0,1.0,0,0,0,1,30
579,1,1,0.0,32.0,7.925,0,0,1,0.0,0,0,1,0,30
580,1,2,1.0,25.0,30.0,0,0,1,1.0,0,1,0,0,20
581,1,3,1.0,39.0,110.8833,1,0,0,1.0,0,0,0,1,30
582,0,2,0.0,54.0,26.0,0,0,1,1.0,0,0,1,0,50
583,0,3,0.0,36.0,40.125,1,0,0,0.0,0,0,1,0,30
584,0,1,0.0,29.550681762601315,8.7125,1,0,0,0.0,0,0,1,0,20
585,1,3,1.0,18.0,79.65,0,0,1,1.0,0,1,0,0,10
586,0,2,0.0,47.0,15.0,0,0,1,0.0,0,0,1,0,40
587,1,3,0.0,60.0,79.2,1,0,0,1.0,0,0,1,0,50
588,0,1,0.0,22.0,8.05,0,0,1,0.0,0,0,1,0,20
589,0,1,0.0,29.550681762601315,8.05,0,0,1,0.0,0,0,1,0,20
590,0,1,0.0,35.0,7.125,0,0,1,0.0,0,0,1,0,30
